LHS_div_b,TED,VIX,SENT,FEDFUNDS,INTERNET,ERM,Euro,US_bond_spread,Credit_to_GDP,Market_cap_to_GDP,Num_public_firms,Trade_to_GDP,Turnover_Domest_Total,Agg_Fin_Risk,Agg_Econ_Risk,Agg_Pol_Risk,Life_Exp,Bond_Liq,Dev_PC1
1,0.013074226820079344,0.0895326184393344,0.057194469519515456,0.3951201588942274,-0.4609385806095707,-0.374642633239358,-0.45469513909043685,-0.19155172507163473,-0.30661975078166687,-0.017472110062263523,0.04722139059030243,-0.19379855151888825,-0.09147153741204052,-0.03597029484405784,0.017944884201023026,0.06723541671129395,-0.32043145633631887,-0.002857573445367896,-0.4031355888035603
0.013074226820079344,1,0.36384156863064165,0.10092054353522441,0.4232403460173669,0.038996099508377235,-0.12363945245189134,-0.17256382603631645,-0.04443660562363881,0.07675519987720217,-0.05024026918655295,0.056264075908541315,0.16757622518997345,0.39753307094113927,-0.13614106460255276,0.13006125048099573,-0.057874806133996454,0.026928671908627015,0.0922492850984175,0.006773365991269479
0.0895326184393344,0.36384156863064165,1,-0.01677028556209132,-0.24454596810020113,0.36861759479404177,-0.18684491982338644,0.3742916698005756,0.4623137011024851,0.11660506791033386,0.028717558484229126,0.1789716315910681,0.40201262344329514,0.4508462167112198,-0.09208143136546086,0.3943077148690606,0.3683669914413362,0.3743341520095104,-0.13047649446145684,0.32851583510592286
0.057194469519515456,0.10092054353522441,-0.01677028556209132,1,0.30430150949393764,-0.08330406126275634,-0.00860695211201438,-0.06275135719312684,-0.3564304445564407,0.060903621111516607,0.2646541113671691,0.12177361885603002,0.18143087804517632,0.1296237825075022,-0.15144342987831055,0.16658018017116497,0.12287035051935452,0.10895939717176796,-0.03979238826589007,-0.023626245218056587
0.3951201588942274,0.4232403460173669,-0.24454596810020113,0.30430150949393764,1,-0.6232794889241238,-0.06050635562720744,-0.569946231518836,-0.47004829096119105,-0.20453224224222674,-0.027570758339559766,-0.045233343507224695,-0.3310902383477493,-0.13140780866622556,-0.12337133590385753,-0.1095872466977477,-0.1419872942365763,-0.5423898595076067,0.25217103945474106,-0.5937785525388484
-0.4609385806095707,0.038996099508377235,0.36861759479404177,-0.08330406126275634,-0.6232794889241238,1,-0.23301049696498027,0.6319828215220188,0.4188232528715592,0.4685882462035503,0.35849789004986343,0.1709891375131566,0.7098252189833458,0.44754433896633306,0.04941585700762743,0.4647594802464329,0.3038732881876418,0.8762495428150353,-0.1491259957196566,0.9558365142729649
-0.374642633239358,-0.12363945245189134,-0.18684491982338644,-0.00860695211201438,-0.06050635562720744,-0.23301049696498027,1,-0.07620213880848786,-0.0028959860028676485,-0.06340370598076218,-0.300787370603963,-0.14013844561422073,-0.2987319045286566,-0.18665758724131892,0.054984464071657524,-0.28116766768638884,-0.18130581476205446,-0.30138733852378913,0.055214827381034635,-0.2696902152264727
-0.45469513909043685,-0.17256382603631645,0.3742916698005756,-0.06275135719312684,-0.569946231518836,0.6319828215220188,-0.07620213880848786,1,0.6692032125296032,0.25549274978684033,0.050766524205799246,-0.09578401938616049,0.27543237613990756,0.047900289714266395,-0.17071098801421195,-0.19079920152709726,-0.046535488566294365,0.47341090123598606,-0.06762519697396345,0.5095162484100202
-0.19155172507163473,-0.04443660562363881,0.4623137011024851,-0.3564304445564407,-0.47004829096119105,0.4188232528715592,-0.0028959860028676485,0.6692032125296032,1,0.21519729676538163,-0.09949830594284569,-0.027081428444332405,0.061129909101559,0.02796082832415745,-0.04293746455758076,-0.04879825816870922,0.050111416220902476,0.25094991725673643,0.06919651589678426,0.30926663705866175
-0.30661975078166687,0.07675519987720217,0.11660506791033386,0.060903621111516607,-0.20453224224222674,0.4685882462035503,-0.06340370598076218,0.25549274978684033,0.21519729676538163,1,0.1091515249786957,-0.11342377794988434,0.22931333676785806,0.12868807284448805,-0.17717722684449133,0.16832358717314386,0.16329012655014602,0.3938195476930401,-0.019064520379099753,0.41679831726813465
-0.017472110062263523,-0.05024026918655295,0.028717558484229126,0.2646541113671691,-0.027570758339559766,0.35849789004986343,-0.300787370603963,0.050766524205799246,-0.09949830594284569,0.1091515249786957,1,0.20801014661802672,0.48435440180705724,0.2201669227456088,0.08510525936086197,0.5593533422306762,0.3541019808227385,0.40107133839613807,-0.16385086676649607,0.4482805245541895
0.04722139059030243,0.056264075908541315,0.1789716315910681,0.12177361885603002,-0.045233343507224695,0.1709891375131566,-0.14013844561422073,-0.09578401938616049,-0.027081428444332405,-0.11342377794988434,0.20801014661802672,1,0.1767913152103308,0.2605800352930164,0.13005552769733184,0.399459078918146,0.2608737453904129,0.30664972973744226,-0.12659695752483513,0.20466600929126785
-0.19379855151888825,0.16757622518997345,0.40201262344329514,0.18143087804517632,-0.3310902383477493,0.7098252189833458,-0.2987319045286566,0.27543237613990756,0.061129909101559,0.22931333676785806,0.48435440180705724,0.1767913152103308,1,0.5541106172688491,-0.05224772247472841,0.6058568130721924,0.30871836133775765,0.727578886113323,-0.16717100512930017,0.738611720113982
-0.09147153741204052,0.39753307094113927,0.4508462167112198,0.1296237825075022,-0.13140780866622556,0.44754433896633306,-0.18665758724131892,0.047900289714266395,0.02796082832415745,0.12868807284448805,0.2201669227456088,0.2605800352930164,0.5541106172688491,1,0.04493965382975565,0.42669425092627483,0.22486360417117982,0.45739329458873845,-0.08215870545898508,0.43975135156512735
-0.03597029484405784,-0.13614106460255276,-0.09208143136546086,-0.15144342987831055,-0.12337133590385753,0.04941585700762743,0.054984464071657524,-0.17071098801421195,-0.04293746455758076,-0.17717722684449133,0.08510525936086197,0.13005552769733184,-0.05224772247472841,0.04493965382975565,1,0.12637082001004432,0.056843614279434726,-0.00950605550336499,-0.17399379034426546,0.07634756829175672
0.017944884201023026,0.13006125048099573,0.3943077148690606,0.16658018017116497,-0.1095872466977477,0.4647594802464329,-0.28116766768638884,-0.19079920152709726,-0.04879825816870922,0.16832358717314386,0.5593533422306762,0.399459078918146,0.6058568130721924,0.42669425092627483,0.12637082001004432,1,0.6672136920727362,0.56200195061296,-0.14615682055074422,0.5320587890483484
0.06723541671129395,-0.057874806133996454,0.3683669914413362,0.12287035051935452,-0.1419872942365763,0.3038732881876418,-0.18130581476205446,-0.046535488566294365,0.050111416220902476,0.16329012655014602,0.3541019808227385,0.2608737453904129,0.30871836133775765,0.22486360417117982,0.056843614279434726,0.6672136920727362,1,0.32015304542090034,-0.14346567695992848,0.36047248904500545
-0.32043145633631887,0.026928671908627015,0.3743341520095104,0.10895939717176796,-0.5423898595076067,0.8762495428150353,-0.30138733852378913,0.47341090123598606,0.25094991725673643,0.3938195476930401,0.40107133839613807,0.30664972973744226,0.727578886113323,0.45739329458873845,-0.00950605550336499,0.56200195061296,0.32015304542090034,1,-0.19464037818018015,0.8685922647778861
-0.002857573445367896,0.0922492850984175,-0.13047649446145684,-0.03979238826589007,0.25217103945474106,-0.1491259957196566,0.055214827381034635,-0.06762519697396345,0.06919651589678426,-0.019064520379099753,-0.16385086676649607,-0.12659695752483513,-0.16717100512930017,-0.08215870545898508,-0.17399379034426546,-0.14615682055074422,-0.14346567695992848,-0.19464037818018015,1,-0.18718657709497977
-0.4031355888035603,0.006773365991269479,0.32851583510592286,-0.023626245218056587,-0.5937785525388484,0.9558365142729649,-0.2696902152264727,0.5095162484100202,0.30926663705866175,0.41679831726813465,0.4482805245541895,0.20466600929126785,0.738611720113982,0.43975135156512735,0.07634756829175672,0.5320587890483484,0.36047248904500545,0.8685922647778861,-0.18718657709497977,1
