LHS_div_b,TED,VIX,SENT,FEDFUNDS,INTERNET,ERM,Euro,US_bond_spread,Credit_to_GDP,Market_cap_to_GDP,Num_public_firms,Trade_to_GDP,Turnover_Domest_Total,Agg_Fin_Risk,Agg_Econ_Risk,Agg_Pol_Risk,Life_Exp,Bond_Liq,Dev_PC1
1,-0.03784085895727043,0.020173759255050525,0.06774392846505942,0.42117913933699913,-0.5630066145263464,-0.24634506744813148,-0.43394886979730757,-0.26664948922088594,-0.09461147050537844,-0.07242238288416673,0.11345050276627613,-0.13230680164939473,0.041417075793490646,0.08031554962279908,-0.03700757294597608,0.13021995934326341,0.08827819497459703,0.017798718209597063,-0.4381892665492279
-0.03784085895727043,1,0.38793757539947893,0.09215984235410409,0.3562213976390657,0.11647502560168187,-0.11108386843963403,-0.1540332596085834,0.0055803116744436035,0.06812417266281794,0.005166741360203764,0.04956271545373215,0.024857117239299484,0.33843229968710503,-0.07349062942987661,0.11630974971013956,-0.03900469307406605,0.0385290086205557,0.003729621134206043,0.04326899661123967
0.020173759255050525,0.38793757539947893,1,-9.643284390151597e-4,-0.2722029350209316,0.3632701696260986,-0.17985963910190633,0.3326143401382215,0.49880967762625,0.11498876999108491,0.06411733604864629,-0.005739484089602362,0.12225888296255816,0.3127867663132811,-0.0561348796359661,0.4043844147263836,0.20417713894890654,0.035882565992389565,-0.06848901122395532,0.32906680763288043
0.06774392846505942,0.09215984235410409,-9.643284390151597e-4,1,0.2937454549428044,-0.09317323317864508,-0.013663867741772232,-0.06312544375027028,-0.2986626305072674,0.04704429994942443,0.18651454593133507,0.03894120099721231,-0.00798639436633673,0.03844974570350644,-0.0916270447258135,0.17130151233193666,0.10536222715427349,-0.006220565475291018,-0.06496430614232777,-0.023800242712297175
0.42117913933699913,0.3562213976390657,-0.2722029350209316,0.2937454549428044,1,-0.6470092591396911,-0.03585410521143106,-0.5157860397573341,-0.4940441048340711,-0.17458911125966184,-0.05125203484334676,0.03688545985558266,-0.1533658176745177,-0.10887198666290578,-0.05736338700635289,-0.17711531487012713,-0.02645661727221336,-0.042086468096736863,0.10834355829517549,-0.6082919021911454
-0.5630066145263464,0.11647502560168187,0.3632701696260986,-0.09317323317864508,-0.6470092591396911,1,-0.22611873523086437,0.5926646920667865,0.4686358328413478,0.3389620134996614,0.24935474634285196,0.010963568833150696,0.24586446101166065,0.3088443397492474,0.008190363087231532,0.47636839832420425,0.03635029355082204,0.07750388589363977,-0.14532804605234895,0.9221448283345356
-0.24634506744813148,-0.11108386843963403,-0.17985963910190633,-0.013663867741772232,-0.03585410521143106,-0.22611873523086437,1,-0.06608087854671503,-0.02518614452415751,-0.08434658300135768,-0.16966428038664305,-0.01849135026274755,-0.0847350009857137,-0.11527440081865226,0.02169727580326025,-0.27452599344375267,-0.10562756115371626,-0.032134335208717876,0.11421539676213315,-0.2615110600746806
-0.43394886979730757,-0.1540332596085834,0.3326143401382215,-0.06312544375027028,-0.5157860397573341,0.5926646920667865,-0.06608087854671503,1,0.6447928307742611,0.12393085705048047,0.06470116058254415,-0.03223836593937509,0.11443594018975722,0.06750351266558699,-0.04590733048255092,-0.061209918444362466,-0.07873061876987726,0.04630074253530761,-0.04226274552448407,0.46771572835106956
-0.26664948922088594,0.0055803116744436035,0.49880967762625,-0.2986626305072674,-0.4940441048340711,0.4686358328413478,-0.02518614452415751,0.6447928307742611,1,0.1202874146361536,-0.006684104958132246,-0.03452003412644276,0.07294346339382804,0.08437225831906851,-0.04331266370715393,-0.008731948320288797,-0.023011785429735816,0.027238880120416763,-0.005680060964697732,0.3572282319905954
-0.09461147050537844,0.06812417266281794,0.11498876999108491,0.04704429994942443,-0.17458911125966184,0.3389620134996614,-0.08434658300135768,0.12393085705048047,0.1202874146361536,1,0.37634683676603997,0.4529280053976278,-0.2983756493149605,0.2912202691518487,0.2845569636975277,0.20969655980826873,-0.056109243917917107,0.031095448759919736,-0.06252735309922833,0.31489438755781374
