LHS_div_b,TED,VIX,SENT,FEDFUNDS,INTERNET,ERM,Euro,US_bond_spread,Credit_to_GDP,Market_cap_to_GDP,Num_public_firms,Trade_to_GDP,Turnover_Domest_Total,Agg_Fin_Risk,Agg_Econ_Risk,Agg_Pol_Risk,Life_Exp,Bond_Liq,Dev_PC1
-0.07242238288416673,0.005166741360203764,0.06411733604864629,0.18651454593133507,-0.05125203484334676,0.24935474634285196,-0.16966428038664305,0.06470116058254415,-0.006684104958132246,0.37634683676603997,1,0.2224048782751356,-0.038377673098412224,0.09158214390501161,0.15883501954748674,0.3547132233875589,-0.09361357902786402,-0.2834407280242693,-0.17637156327596146,0.2765007466011116
0.11345050276627613,0.04956271545373215,-0.005739484089602362,0.03894120099721231,0.03688545985558266,0.010963568833150696,-0.01849135026274755,-0.03223836593937509,-0.03452003412644276,0.4529280053976278,0.2224048782751356,1,-0.5273567233716332,0.3656952354934488,-0.0884383790079929,-0.004771537042674108,-0.1282491627841688,0.06302779199862246,-0.1014885323298346,0.06946290983911022
-0.13230680164939473,0.024857117239299484,0.12225888296255816,-0.00798639436633673,-0.1533658176745177,0.24586446101166065,-0.0847350009857137,0.11443594018975722,0.07294346339382804,-0.2983756493149605,-0.038377673098412224,-0.5273567233716332,1,-0.23907764137590323,0.14961777226182577,0.3210460519385988,0.3031931647381819,0.073304419465827,0.017896923615938448,0.24655243403023364
0.041417075793490646,0.33843229968710503,0.3127867663132811,0.03844974570350644,-0.10887198666290578,0.3088443397492474,-0.11527440081865226,0.06750351266558699,0.08437225831906851,0.2912202691518487,0.09158214390501161,0.3656952354934488,-0.23907764137590323,1,0.04089827465873252,0.26181243319419734,0.0802883850308834,0.19620239879047233,0.02201229607283462,0.32136273165234963
0.08031554962279908,-0.07349062942987661,-0.0561348796359661,-0.0916270447258135,-0.05736338700635289,0.008190363087231532,0.02169727580326025,-0.04590733048255092,-0.04331266370715393,0.2845569636975277,0.15883501954748674,-0.0884383790079929,0.14961777226182577,0.04089827465873252,1,0.15154584434972218,0.043797664714817434,0.12230789608849982,0.062239938275777805,0.019367729189102074
-0.03700757294597608,0.11630974971013956,0.4043844147263836,0.17130151233193666,-0.17711531487012713,0.47636839832420425,-0.27452599344375267,-0.061209918444362466,-0.008731948320288797,0.20969655980826873,0.3547132233875589,-0.004771537042674108,0.3210460519385988,0.26181243319419734,0.15154584434972218,1,0.5448128916442715,0.18557072499123822,-0.009119119741642194,0.5630615494048565
0.13021995934326341,-0.03900469307406605,0.20417713894890654,0.10536222715427349,-0.02645661727221336,0.03635029355082204,-0.10562756115371626,-0.07873061876987726,-0.023011785429735816,-0.056109243917917107,-0.09361357902786402,-0.1282491627841688,0.3031931647381819,0.0802883850308834,0.043797664714817434,0.5448128916442715,1,0.6136675176324566,0.08984000776827984,0.16284579662546428
0.08827819497459703,0.0385290086205557,0.035882565992389565,-0.006220565475291018,-0.042086468096736863,0.07750388589363977,-0.032134335208717876,0.04630074253530761,0.027238880120416763,0.031095448759919736,-0.2834407280242693,0.06302779199862246,0.073304419465827,0.19620239879047233,0.12230789608849982,0.18557072499123822,0.6136675176324566,1,-0.03654905184273047,0.18645464917016236
0.017798718209597063,0.003729621134206043,-0.06848901122395532,-0.06496430614232777,0.10834355829517549,-0.14532804605234895,0.11421539676213315,-0.04226274552448407,-0.005680060964697732,-0.06252735309922833,-0.17637156327596146,-0.1014885323298346,0.017896923615938448,0.02201229607283462,0.062239938275777805,-0.009119119741642194,0.08984000776827984,-0.03654905184273047,1,-0.201393348869847
-0.4381892665492279,0.04326899661123967,0.32906680763288043,-0.023800242712297175,-0.6082919021911454,0.9221448283345356,-0.2615110600746806,0.46771572835106956,0.3572282319905954,0.31489438755781374,0.2765007466011116,0.06946290983911022,0.24655243403023364,0.32136273165234963,0.019367729189102074,0.5630615494048565,0.16284579662546428,0.18645464917016236,-0.201393348869847,1
