LHS_div_eq,TED,VIX,SENT,FEDFUNDS,INTERNET,ERM,Euro,US_bond_spread,Credit_to_GDP,Market_cap_to_GDP,Num_public_firms,Trade_to_GDP,Turnover_Domest_Total,Agg_Fin_Risk,Agg_Econ_Risk,Agg_Pol_Risk,Life_Exp,Equity_Liq,Dev_PC1
1,-0.05247155887328252,-0.24532964941535526,0.009425736272219177,0.35574348015279816,-0.48662968762185477,-0.011150253774044846,-0.20448311993069576,-0.1825418268776745,-0.23195005330341825,-0.11986905974994536,0.048970519576461174,-0.0689797533781868,-0.15386766689104067,-0.11677646349051066,-0.4416578310020499,-0.3821998873395171,-0.2746035607511478,0.21663550647723698,-0.5223575912362314
-0.05247155887328252,1,0.4244195839556267,0.06349464849091639,0.3083444574100081,0.11814114894233523,-0.1086190188368731,-0.19781761497138375,0.0215672644662674,9.501979094523256e-4,-0.013587765652580743,0.01624363827199733,0.021766324766528608,0.2329218496656,-0.03553130496719295,0.12307404732976125,-0.06462732458540953,-0.011597357860768587,-0.10351648648633614,0.06738864249662295
-0.24532964941535526,0.4244195839556267,1,-0.007381302776619736,-0.3078268343409539,0.38227661777645017,-0.1691145351572406,0.3582875708049428,0.5266238303261349,0.06403757665948874,-0.0013797878123642184,-0.018264756960251365,0.04779451010533989,0.212829870896233,0.048897461109843034,0.32771183417367494,0.04452884377704874,0.047644552342728644,-0.05621635835399283,0.34705738210840237
0.009425736272219177,0.06349464849091639,-0.007381302776619736,1,0.29303704321350005,-0.11324883609014173,-0.016008953002881382,-0.08267395040154245,-0.26674631686921496,0.023875734682427617,0.05596044452810716,0.03156463595386203,-0.0022246559841445188,0.1156467519344489,-0.016205848061526723,0.1347011639714447,0.0033012788971137595,-0.021499849910954202,-0.03540644537314455,-0.05492794480431313
0.35574348015279816,0.3083444574100081,-0.3078268343409539,0.29303704321350005,1,-0.6758805036971386,-0.024347555296914115,-0.582202999815352,-0.5168619510250054,-0.05660776798373357,-0.060726904606922524,0.0418479185118316,-0.06948558509183679,-0.02802011631362016,-0.16724947927956066,-0.19799829768835803,0.03526549426118471,-0.03432495598987696,0.014372478944823797,-0.6337075135166753
-0.48662968762185477,0.11814114894233523,0.38227661777645017,-0.11324883609014173,-0.6758805036971386,1,-0.21897999561324105,0.6315202282141262,0.4843465634951128,0.08317287260805471,0.15341436814049128,-0.027931287255051732,0.12182677344644659,0.16301879798956578,0.2331952135140126,0.46267416605502354,-0.10503311082439075,0.01689676721931668,-0.13572392471789982,0.9160952059845644
-0.011150253774044846,-0.1086190188368731,-0.1691145351572406,-0.016008953002881382,-0.024347555296914115,-0.21897999561324105,1,-0.07258376418836661,-0.029609914206293154,-0.01828632806868407,-0.07310700872292293,-0.006938129111840998,-0.03687775213480862,-0.08644057167573271,-0.05977290053218271,-0.21050400822464668,-0.005612446896773145,-5.901367504323017e-4,0.05670719901942224,-0.24193575804271047
-0.20448311993069576,-0.19781761497138375,0.3582875708049428,-0.08267395040154245,-0.582202999815352,0.6315202282141262,-0.07258376418836661,1,0.6509675237612332,-0.004161918148464633,0.08126944317231224,-0.061629866752411167,0.04915481977942706,-0.03274521619770612,0.07751131607490447,-0.022640326239473835,-0.11658576259470411,-0.0014424332056335364,-0.05172631367280546,0.5104558427599107
-0.1825418268776745,0.0215672644662674,0.5266238303261349,-0.26674631686921496,-0.5168619510250054,0.4843465634951128,-0.029609914206293154,0.6509675237612332,1,0.032257487568739876,0.03522624675130041,-0.04398221969785658,0.03833178039017513,0.010480047135286578,0.046644182832862896,0.03275781955659764,-0.050953403788430614,0.02662626397625179,-0.031654544719419385,0.39480599550831086
-0.23195005330341825,9.501979094523256e-4,0.06403757665948874,0.023875734682427617,-0.05660776798373357,0.08317287260805471,-0.01828632806868407,-0.004161918148464633,0.032257487568739876,1,0.3534235380388428,0.4469775085211575,0.06984907891812439,0.15110325885256273,0.13764097589580182,0.2327109354593122,0.40465396731559716,0.3357334916016269,-0.425573780902142,0.12473158027835796
-0.11986905974994536,-0.013587765652580743,-0.0013797878123642184,0.05596044452810716,-0.060726904606922524,0.15341436814049128,-0.07310700872292293,0.08126944317231224,0.03522624675130041,0.3534235380388428,1,0.0894294148562212,0.5489403970848656,-0.014143016771084618,0.14154983295422827,0.2785742863249861,0.08993131078863846,0.12132972140458685,-0.1262528413099433,0.13468661414845626
0.048970519576461174,0.01624363827199733,-0.018264756960251365,0.03156463595386203,0.0418479185118316,-0.027931287255051732,-0.006938129111840998,-0.061629866752411167,-0.04398221969785658,0.4469775085211575,0.0894294148562212,1,-0.2588539669841098,0.31293490318055883,-0.06110011677902635,0.019630163223387655,0.11472746093784353,0.14021954054575655,-0.37827013202864357,0.04826801060320598
-0.0689797533781868,0.021766324766528608,0.04779451010533989,-0.0022246559841445188,-0.06948558509183679,0.12182677344644659,-0.03687775213480862,0.04915481977942706,0.03833178039017513,0.06984907891812439,0.5489403970848656,-0.2588539669841098,1,-0.1402196389739281,0.18089137447512518,0.33131403855434477,0.09838834303481848,0.20199789362626647,0.05625894940789288,0.05397485350193008
-0.15386766689104067,0.2329218496656,0.212829870896233,0.1156467519344489,-0.02802011631362016,0.16301879798956578,-0.08644057167573271,-0.03274521619770612,0.010480047135286578,0.15110325885256273,-0.014143016771084618,0.31293490318055883,-0.1402196389739281,1,-0.043767072955021885,0.15934348924612363,-0.005484561115083806,0.09782959537581137,-0.30603649735614596,0.21534341673782845
-0.11677646349051066,-0.03553130496719295,0.048897461109843034,-0.016205848061526723,-0.16724947927956066,0.2331952135140126,-0.05977290053218271,0.07751131607490447,0.046644182832862896,0.13764097589580182,0.14154983295422827,-0.06110011677902635,0.18089137447512518,-0.043767072955021885,1,0.42543165181548215,0.1550563754446949,0.12677133720747055,0.015392760660581335,0.1673519641277975
-0.4416578310020499,0.12307404732976125,0.32771183417367494,0.1347011639714447,-0.19799829768835803,0.46267416605502354,-0.21050400822464668,-0.022640326239473835,0.03275781955659764,0.2327109354593122,0.2785742863249861,0.019630163223387655,0.33131403855434477,0.15934348924612363,0.42543165181548215,1,0.4266225907405072,0.31044229322512373,-0.07246127244549173,0.497299875655738
-0.3821998873395171,-0.06462732458540953,0.04452884377704874,0.0033012788971137595,0.03526549426118471,-0.10503311082439075,-0.005612446896773145,-0.11658576259470411,-0.050953403788430614,0.40465396731559716,0.08993131078863846,0.11472746093784353,0.09838834303481848,-0.005484561115083806,0.1550563754446949,0.4266225907405072,1,0.7340180550907706,-0.07274717391121721,-0.011798680697941735
-0.2746035607511478,-0.011597357860768587,0.047644552342728644,-0.021499849910954202,-0.03432495598987696,0.01689676721931668,-5.901367504323017e-4,-0.0014424332056335364,0.02662626397625179,0.3357334916016269,0.12132972140458685,0.14021954054575655,0.20199789362626647,0.09782959537581137,0.12677133720747055,0.31044229322512373,0.7340180550907706,1,-0.08989580621224669,0.12114410295907464
0.21663550647723698,-0.10351648648633614,-0.05621635835399283,-0.03540644537314455,0.014372478944823797,-0.13572392471789982,0.05670719901942224,-0.05172631367280546,-0.031654544719419385,-0.425573780902142,-0.1262528413099433,-0.37827013202864357,0.05625894940789288,-0.30603649735614596,0.015392760660581335,-0.07246127244549173,-0.07274717391121721,-0.08989580621224669,1,-0.1464523838561708
-0.5223575912362314,0.06738864249662295,0.34705738210840237,-0.05492794480431313,-0.6337075135166753,0.9160952059845644,-0.24193575804271047,0.5104558427599107,0.39480599550831086,0.12473158027835796,0.13468661414845626,0.04826801060320598,0.05397485350193008,0.21534341673782845,0.1673519641277975,0.497299875655738,-0.011798680697941735,0.12114410295907464,-0.1464523838561708,1
